component_id,component_name,metal_type,form_factor,industry_usage,unit_weight_kg,source_type,source_country,lead_time_days,base_price_per_kg,freight_cost_per_kg,customs_duty_percent,local_tax_percent,exchange_rate_multiplier,total_landed_cost_inr,recommended_source
1949,Comp_01949,Tin,Wire,Consumer,8.97,Import,China,32,1211.99,36.71,6.94,18,1.1,15547.674040126802,Import
1950,Comp_01950,Silver,Sheet,Consumer,8.39,Local,India,13,1242.76,105.17,0.0,18,1.0,13344.776586000002,Import
1950,Comp_01950,Silver,Sheet,Consumer,8.39,Import,China,30,955.08,36.18,7.32,18,0.97,10216.072069021007,Import
1951,Comp_01951,Copper,Foil,Consumer,0.22,Local,India,4,1527.61,112.98,0.0,18,1.0,425.897164,Import
1951,Comp_01951,Copper,Foil,Consumer,0.22,Import,South Korea,31,1315.13,17.63,6.77,18,1.06,391.57210516195215,Import
1952,Comp_01952,Copper,Sheet,Automotive,8.3,Local,India,11,1507.59,81.87,0.0,18,1.0,15567.171240000001,Local
1952,Comp_01952,Copper,Sheet,Automotive,8.3,Import,China,38,1515.35,39.54,5.87,18,0.97,15638.835717667738,Local
1953,Comp_01953,Nickel,Foil,Toys,1.87,Local,India,9,1336.17,55.04,0.0,18,1.0,3069.8439860000003,Local
1953,Comp_01953,Nickel,Foil,Toys,1.87,Import,South Korea,26,1449.85,39.86,3.98,18,0.99,3383.8441665165715,Local
1954,Comp_01954,Tin,Foil,Wearable,6.2,Local,India,7,1317.49,75.38,0.0,18,1.0,10190.23692,Local
1954,Comp_01954,Tin,Foil,Wearable,6.2,Import,Germany,26,1232.27,42.35,2.99,18,1.13,10852.45333633704,Local
1955,Comp_01955,Aluminum,Foil,Consumer,7.53,Local,India,12,1151.19,84.14,0.0,18,1.0,10976.401182000001,Import
1955,Comp_01955,Aluminum,Foil,Consumer,7.53,Import,China,25,724.61,52.02,7.43,18,0.99,7339.253970914514,Import
1956,Comp_01956,Copper,Coil,Consumer,6.09,Local,India,5,1368.06,84.34,0.0,18,1.0,10437.236879999997,Import
1956,Comp_01956,Copper,Coil,Consumer,6.09,Import,South Korea,38,1003.8,21.67,3.73,18,1.11,8484.956424317143,Import
1957,Comp_01957,Nickel,Sheet,Automotive,2.96,Local,India,10,1257.25,53.44,0.0,18,1.0,4577.978032,Local
1957,Comp_01957,Nickel,Sheet,Automotive,2.96,Import,Japan,18,1359.5,42.58,1.42,18,1.15,5711.733809041919,Local
1958,Comp_01958,Nickel,Wire,Consumer,4.32,Local,India,9,1081.43,101.37,0.0,18,1.0,6029.441280000001,Local
1958,Comp_01958,Nickel,Wire,Consumer,4.32,Import,USA,22,1133.37,27.32,1.08,18,1.02,6100.246745397501,Local
1959,Comp_01959,Tin,Foil,Consumer,7.77,Local,India,9,1426.58,112.1,0.0,18,1.0,14107.541447999996,Import
1959,Comp_01959,Tin,Foil,Consumer,7.77,Import,China,12,1201.03,32.59,6.23,18,1.03,12375.673241256105,Import
1960,Comp_01960,Silver,Wire,Industrial,2.15,Local,India,14,1100.28,79.46,0.0,18,1.0,2993.0003799999995,Import
1960,Comp_01960,Silver,Wire,Industrial,2.15,Import,China,17,946.55,37.24,3.67,18,1.09,2820.3464975256893,Import
1961,Comp_01961,Silver,Foil,Automotive,6.48,Local,India,7,1536.75,96.6,0.0,18,1.0,12489.24744,Local
1961,Comp_01961,Silver,Foil,Automotive,6.48,Import,USA,12,1671.51,48.31,3.78,18,1.14,15558.170479295615,Local
1962,Comp_01962,Nickel,Coil,Industrial,5.74,Local,India,11,1228.77,95.27,0.0,18,1.0,8967.987728,Import
1962,Comp_01962,Nickel,Coil,Industrial,5.74,Import,China,39,754.0,24.62,7.22,18,1.12,6333.055299922177,Import
1963,Comp_01963,Nickel,Foil,Consumer,6.4,Local,India,2,1418.84,63.54,0.0,18,1.0,11194.93376,Import
1963,Comp_01963,Nickel,Foil,Consumer,6.4,Import,China,28,885.59,37.98,2.81,18,1.08,7744.455941022721,Import
1964,Comp_01964,Copper,Foil,Industrial,0.73,Local,India,11,1155.41,116.42,0.0,18,1.0,1095.554362,Local
1964,Comp_01964,Copper,Foil,Industrial,0.73,Import,China,25,1144.69,12.19,4.77,18,1.15,1200.68190277736,Local
1965,Comp_01965,Nickel,Wire,Consumer,4.99,Local,India,4,1149.71,118.85,0.0,18,1.0,7469.534992,Import
1965,Comp_01965,Nickel,Wire,Consumer,4.99,Import,Germany,22,814.27,41.69,4.16,18,1.15,6037.189868868481,Import
1966,Comp_01966,Nickel,Wire,Automotive,0.32,Local,India,5,1148.29,113.46,0.0,18,1.0,476.43679999999995,Import
1966,Comp_01966,Nickel,Wire,Automotive,0.32,Import,Japan,13,820.13,45.16,4.47,18,1.07,365.232186042816,Import
1967,Comp_01967,Aluminum,Sheet,Automotive,1.3,Local,India,4,1085.99,106.88,0.0,18,1.0,1829.86258,Import
1967,Comp_01967,Aluminum,Sheet,Automotive,1.3,Import,China,27,742.17,10.93,7.42,18,1.09,1352.6631322412,Import
1968,Comp_01968,Aluminum,Coil,Industrial,4.35,Local,India,10,1225.74,110.94,0.0,18,1.0,6861.17844,Import
1968,Comp_01968,Aluminum,Coil,Industrial,4.35,Import,Germany,13,798.98,10.14,0.05,18,1.11,4612.371418792799,Import
1969,Comp_01969,Nickel,Wire,Consumer,3.78,Local,India,5,1324.37,91.74,0.0,18,1.0,6316.417043999999,Import
1969,Comp_01969,Nickel,Wire,Consumer,3.78,Import,Germany,33,1171.27,14.85,3.81,18,0.95,5217.533334009358,Import
1970,Comp_01970,Copper,Sheet,Industrial,7.87,Local,India,4,1117.28,77.69,0.0,18,1.0,11097.208401999998,Import
1970,Comp_01970,Copper,Sheet,Industrial,7.87,Import,USA,26,962.67,43.05,3.33,18,1.09,10519.297886999546,Import
1971,Comp_01971,Tin,Sheet,Wearable,6.22,Local,India,5,949.02,93.13,0.0,18,1.0,7648.96414,Local
1971,Comp_01971,Tin,Sheet,Wearable,6.22,Import,South Korea,30,962.13,21.11,6.63,18,1.04,8002.850032897408,Local
1972,Comp_01972,Aluminum,Wire,Industrial,8.56,Local,India,6,1194.3,93.42,0.0,18,1.0,13007.002176,Import
1972,Comp_01972,Aluminum,Wire,Industrial,8.56,Import,China,25,1032.75,12.25,2.32,18,1.12,12096.246170624003,Import
1973,Comp_01973,Nickel,Coil,Wearable,7.27,Local,India,12,1260.16,48.97,0.0,18,1.0,11230.502618,Import
1973,Comp_01973,Nickel,Coil,Wearable,7.27,Import,Germany,18,896.88,40.22,7.41,18,1.05,9066.431229498301,Import
1974,Comp_01974,Silver,Wire,Industrial,4.15,Local,India,5,1081.44,95.89,0.0,18,1.0,5765.385010000001,Import
1974,Comp_01974,Silver,Wire,Industrial,4.15,Import,China,38,902.16,14.89,6.12,18,1.08,5146.8808683095995,Import
1975,Comp_01975,Copper,Sheet,Consumer,7.43,Local,India,12,1443.39,42.06,0.0,18,1.0,13023.534329999999,Local
1975,Comp_01975,Copper,Sheet,Consumer,7.43,Import,USA,17,1318.74,17.28,2.5,18,1.14,13687.133312537997,Local
1976,Comp_01976,Silver,Coil,Industrial,9.52,Local,India,10,941.4,118.7,0.0,18,1.0,11908.739359999998,Import
1976,Comp_01976,Silver,Coil,Industrial,9.52,Import,China,30,733.21,48.13,0.58,18,0.96,8475.04237242163,Import
1977,Comp_01977,Silver,Foil,Consumer,2.23,Local,India,11,1502.14,75.66,0.0,18,1.0,4151.8229200000005,Local
1977,Comp_01977,Silver,Foil,Consumer,2.23,Import,China,21,1615.12,20.54,1.95,18,1.02,4475.765304630359,Local
1978,Comp_01978,Copper,Foil,Industrial,2.51,Local,India,2,1208.32,71.23,0.0,18,1.0,3789.7711899999995,Import
1978,Comp_01978,Copper,Foil,Industrial,2.51,Import,South Korea,26,990.28,46.56,6.74,18,1.06,3474.5657625161275,Import
1979,Comp_01979,Silver,Wire,Automotive,7.98,Local,India,8,1444.36,47.21,0.0,18,1.0,14045.219748,Import
1979,Comp_01979,Silver,Wire,Automotive,7.98,Import,South Korea,20,1215.5,24.05,1.35,18,1.02,12066.265390397399,Import
1980,Comp_01980,Aluminum,Coil,Industrial,4.95,Local,India,13,962.5,99.74,0.0,18,1.0,6204.54384,Import
1980,Comp_01980,Aluminum,Coil,Industrial,4.95,Import,South Korea,27,765.91,27.3,6.17,18,1.02,5017.38441041574,Import
1981,Comp_01981,Nickel,Foil,Consumer,1.47,Local,India,9,1160.67,113.96,0.0,18,1.0,2210.973198,Import
1981,Comp_01981,Nickel,Foil,Consumer,1.47,Import,China,26,731.59,30.9,7.26,18,1.07,1517.941605173028,Import
1982,Comp_01982,Tin,Sheet,Toys,1.8,Local,India,3,1013.5,83.77,0.0,18,1.0,2330.60148,Import
1982,Comp_01982,Tin,Sheet,Toys,1.8,Import,Japan,16,825.29,21.95,6.12,18,0.97,1852.3793867846398,Import
1983,Comp_01983,Nickel,Foil,Automotive,1.51,Local,India,14,927.71,96.12,0.0,18,1.0,1824.260294,Local
1983,Comp_01983,Nickel,Foil,Automotive,1.51,Import,China,22,1006.54,59.38,0.78,18,1.08,2067.196091180544,Local
1984,Comp_01984,Silver,Coil,Wearable,4.46,Local,India,8,1490.9,114.17,0.0,18,1.0,8447.162396,Local
1984,Comp_01984,Silver,Coil,Wearable,4.46,Import,South Korea,14,1317.03,22.86,7.36,18,1.13,8554.742824875453,Local
1985,Comp_01985,Silver,Wire,Automotive,9.47,Local,India,8,1521.59,101.54,0.0,18,1.0,18137.828498,Import
1985,Comp_01985,Silver,Wire,Automotive,9.47,Import,South Korea,31,1177.74,21.77,1.45,18,1.07,14550.29130679969,Import
1986,Comp_01986,Nickel,Coil,Wearable,7.67,Local,India,5,904.56,78.16,0.0,18,1.0,8894.205632,Local
1986,Comp_01986,Nickel,Coil,Wearable,7.67,Import,Japan,37,920.4,57.14,5.16,18,1.13,10513.345322157391,Local
1987,Comp_01987,Silver,Coil,Consumer,9.81,Local,India,10,1393.9,85.87,0.0,18,1.0,17129.521566,Local
1987,Comp_01987,Silver,Coil,Consumer,9.81,Import,China,25,1317.2,10.33,3.5,18,1.14,18131.784971142595,Local
1988,Comp_01988,Copper,Coil,Automotive,4.91,Local,India,10,1461.75,63.7,0.0,18,1.0,8838.15221,Import
1988,Comp_01988,Copper,Coil,Automotive,4.91,Import,Germany,10,1276.2,28.75,7.75,18,0.96,7820.704614263998,Import
1989,Comp_01989,Silver,Coil,Industrial,5.61,Local,India,14,1596.7,116.12,0.0,18,1.0,11338.525836000003,Import
1989,Comp_01989,Silver,Coil,Industrial,5.61,Import,USA,25,1086.97,29.21,0.57,18,1.07,7951.175379612037,Import
1990,Comp_01990,Tin,Foil,Automotive,7.74,Local,India,12,1461.98,69.5,0.0,18,1.0,13987.313136,Local
1990,Comp_01990,Tin,Foil,Automotive,7.74,Import,Japan,37,1528.4,13.8,6.09,18,1.0,14943.011001336,Local
1991,Comp_01991,Aluminum,Coil,Consumer,7.22,Local,India,2,1221.11,75.47,0.0,18,1.0,11046.342967999997,Import
1991,Comp_01991,Aluminum,Coil,Consumer,7.22,Import,Japan,37,828.68,54.91,3.03,18,0.99,7678.367447779906,Import
1992,Comp_01992,Silver,Sheet,Toys,2.82,Local,India,12,1452.31,108.36,0.0,18,1.0,5193.285491999998,Import
1992,Comp_01992,Silver,Sheet,Toys,2.82,Import,China,21,1338.64,56.08,6.88,18,0.99,4910.772147646464,Import
1993,Comp_01993,Aluminum,Sheet,Industrial,3.33,Local,India,4,1190.15,75.71,0.0,18,1.0,4974.070284,Local
1993,Comp_01993,Aluminum,Sheet,Industrial,3.33,Import,Japan,32,1084.03,57.82,4.94,18,1.06,4990.938543561961,Local
1994,Comp_01994,Copper,Foil,Wearable,3.36,Local,India,6,1473.48,52.86,0.0,18,1.0,6051.632831999999,Local
1994,Comp_01994,Copper,Foil,Wearable,3.36,Import,Japan,25,1563.06,59.94,3.4,18,1.0,6653.6559936,Local
1995,Comp_01995,Tin,Foil,Industrial,8.59,Local,India,7,1460.18,58.8,0.0,18,1.0,15396.685075999998,Import
1995,Comp_01995,Tin,Foil,Industrial,8.59,Import,USA,24,1467.91,16.45,1.23,18,1.01,15383.141128942936,Import
1996,Comp_01996,Aluminum,Wire,Automotive,5.03,Local,India,9,1398.99,88.71,0.0,18,1.0,8830.094579999999,Import
1996,Comp_01996,Aluminum,Wire,Automotive,5.03,Import,Germany,11,1148.84,50.13,7.35,18,1.13,8632.544010753589,Import
1997,Comp_01997,Tin,Sheet,Consumer,8.17,Local,India,7,1309.62,101.85,0.0,18,1.0,13607.417681999998,Local
1997,Comp_01997,Tin,Sheet,Consumer,8.17,Import,South Korea,18,1410.62,48.9,4.47,18,0.98,14405.61437047667,Local
1998,Comp_01998,Nickel,Coil,Consumer,4.48,Local,India,10,1092.07,50.55,0.0,18,1.0,6040.3463679999995,Import
1998,Comp_01998,Nickel,Coil,Consumer,4.48,Import,Germany,27,727.12,27.54,2.46,18,0.99,4046.6989685928957,Import
1999,Comp_01999,Aluminum,Coil,Toys,9.2,Local,India,3,1256.2,63.84,0.0,18,1.0,14330.354239999997,Import
1999,Comp_01999,Aluminum,Coil,Toys,9.2,Import,South Korea,34,833.05,28.58,2.79,18,1.01,9710.976120735118,Import
2000,Comp_02000,Tin,Wire,Consumer,6.34,Local,India,2,1401.58,116.85,0.0,18,1.0,11359.678515999996,Import
2000,Comp_02000,Tin,Wire,Consumer,6.34,Import,Germany,39,1217.69,23.41,5.79,18,1.06,10411.864874797682,Import
2001,Comp_02001,Aluminum,Coil,Toys,1.35,Local,India,14,1242.23,81.75,0.0,18,1.0,2109.10014,Import
2001,Comp_02001,Aluminum,Coil,Toys,1.35,Import,South Korea,19,936.42,23.96,3.27,18,0.98,1548.31433880564,Import
2002,Comp_02002,Aluminum,Wire,Industrial,0.14,Local,India,11,1038.17,79.69,0.0,18,1.0,184.67047200000005,Import
2002,Comp_02002,Aluminum,Wire,Industrial,0.14,Import,Japan,30,955.68,27.04,7.44,18,1.02,177.91231434547203,Import
2003,Comp_02003,Silver,Sheet,Automotive,8.47,Local,India,8,1397.54,112.34,0.0,18,1.0,15090.646648,Import
2003,Comp_02003,Silver,Sheet,Automotive,8.47,Import,South Korea,19,1123.16,31.66,6.35,18,1.04,12765.873831590881,Import
2004,Comp_02004,Silver,Coil,Toys,2.38,Local,India,13,1360.95,49.27,0.0,18,1.0,3960.4618479999995,Import
2004,Comp_02004,Silver,Coil,Toys,2.38,Import,Germany,34,1241.9,24.54,4.89,18,0.95,3544.061700509679,Import
2005,Comp_02005,Tin,Foil,Industrial,3.97,Local,India,6,1095.01,86.24,0.0,18,1.0,5533.68375,Import
2005,Comp_02005,Tin,Foil,Industrial,3.97,Import,China,29,822.85,48.97,5.94,18,1.13,4889.199446096583,Import
2006,Comp_02006,Copper,Foil,Automotive,7.43,Local,India,14,1408.55,115.77,0.0,18,1.0,13364.323167999999,Import
2006,Comp_02006,Copper,Foil,Automotive,7.43,Import,USA,37,1022.28,24.46,5.05,18,1.02,9833.44900961676,Import
2007,Comp_02007,Silver,Sheet,Consumer,3.71,Local,India,9,1267.91,49.39,0.0,18,1.0,5766.875940000001,Import
2007,Comp_02007,Silver,Sheet,Consumer,3.71,Import,Japan,23,989.48,19.16,6.09,18,0.98,4590.844991186943,Import
2008,Comp_02008,Copper,Foil,Automotive,7.95,Local,India,8,1023.3,105.39,0.0,18,1.0,10588.240890000001,Import
2008,Comp_02008,Copper,Foil,Automotive,7.95,Import,Japan,18,1006.5,37.68,6.28,18,0.97,10098.288791963281,Import
2009,Comp_02009,Nickel,Coil,Wearable,6.2,Local,India,6,1150.68,73.9,0.0,18,1.0,8959.027280000002,Import
2009,Comp_02009,Nickel,Coil,Wearable,6.2,Import,Germany,33,1043.97,44.67,0.74,18,1.05,8424.598841164801,Import
2010,Comp_02010,Silver,Coil,Automotive,7.65,Local,India,7,1494.41,86.99,0.0,18,1.0,14275.2978,Import
2010,Comp_02010,Silver,Coil,Automotive,7.65,Import,China,26,969.92,36.91,4.4,18,1.08,10247.639620363201,Import
2011,Comp_02011,Nickel,Coil,Toys,9.41,Local,India,14,1281.68,89.22,0.0,18,1.0,15222.19942,Import
2011,Comp_02011,Nickel,Coil,Toys,9.41,Import,Japan,18,1002.06,49.59,2.38,18,1.15,13748.515969959897,Import
2012,Comp_02012,Nickel,Wire,Industrial,5.64,Local,India,11,1191.08,111.06,0.0,18,1.0,8666.002127999998,Local
2012,Comp_02012,Nickel,Wire,Industrial,5.64,Import,Germany,39,1224.37,38.39,6.59,18,1.09,9763.935186484512,Local
2013,Comp_02013,Tin,Foil,Consumer,0.23,Local,India,12,1078.45,113.19,0.0,18,1.0,323.41109600000004,Import
2013,Comp_02013,Tin,Foil,Consumer,0.23,Import,China,21,709.25,17.96,5.61,18,1.08,225.11191565887205,Import
2014,Comp_02014,Silver,Wire,Wearable,3.36,Local,India,12,1158.41,47.34,0.0,18,1.0,4780.557599999999,Import
2014,Comp_02014,Silver,Wire,Wearable,3.36,Import,South Korea,10,833.26,50.17,7.8,18,1.08,4077.8941088793604,Import
2015,Comp_02015,Copper,Foil,Consumer,1.32,Local,India,5,1259.84,118.81,0.0,18,1.0,2147.38524,Import
2015,Comp_02015,Copper,Foil,Consumer,1.32,Import,China,22,1210.88,31.75,2.44,18,1.02,2022.4021316653443,Import
2016,Comp_02016,Nickel,Coil,Toys,6.38,Local,India,12,956.98,49.18,0.0,18,1.0,7574.774944,Import
2016,Comp_02016,Nickel,Coil,Toys,6.38,Import,South Korea,36,814.5,10.85,0.12,18,1.02,6345.44164228656,Import
2017,Comp_02017,Silver,Sheet,Automotive,5.06,Local,India,13,1088.79,71.2,0.0,18,1.0,6926.068292,Import
2017,Comp_02017,Silver,Sheet,Automotive,5.06,Import,South Korea,35,739.49,55.72,3.12,18,1.08,5287.873008832127,Import
2018,Comp_02018,Tin,Coil,Consumer,2.68,Local,India,11,916.06,51.3,0.0,18,1.0,3059.1792639999994,Import
2018,Comp_02018,Tin,Coil,Consumer,2.68,Import,China,30,628.24,17.93,0.85,18,1.13,2328.723567156839,Import
2019,Comp_02019,Copper,Foil,Automotive,6.22,Local,India,6,948.02,70.45,0.0,18,1.0,7475.162412,Local
2019,Comp_02019,Copper,Foil,Automotive,6.22,Import,China,10,1036.99,26.65,3.69,18,1.14,9228.025355889502,Local
2020,Comp_02020,Copper,Sheet,Wearable,1.03,Local,India,10,1518.75,83.5,0.0,18,1.0,1947.37465,Import
2020,Comp_02020,Copper,Sheet,Wearable,1.03,Import,South Korea,27,1125.81,24.42,6.95,18,1.12,1674.5677929892806,Import
2021,Comp_02021,Nickel,Sheet,Wearable,8.77,Local,India,10,1529.29,76.65,0.0,18,1.0,16619.230684,Local
2021,Comp_02021,Nickel,Sheet,Wearable,8.77,Import,China,14,1652.15,51.44,1.53,18,1.08,19331.467535756376,Local
2022,Comp_02022,Aluminum,Wire,Automotive,1.4,Local,India,13,1458.34,56.69,0.0,18,1.0,2502.8295599999997,Local
2022,Comp_02022,Aluminum,Wire,Automotive,1.4,Import,USA,10,1499.53,19.67,7.12,18,0.95,2553.989832576,Local
2023,Comp_02023,Silver,Sheet,Wearable,1.6,Local,India,4,932.73,83.05,0.0,18,1.0,1917.79264,Import
2023,Comp_02023,Silver,Sheet,Wearable,1.6,Import,Japan,14,749.11,16.41,5.2,18,1.06,1611.6848986112,Import
2024,Comp_02024,Tin,Foil,Automotive,0.9,Local,India,3,1522.82,86.26,0.0,18,1.0,1708.84296,Import
2024,Comp_02024,Tin,Foil,Automotive,0.9,Import,South Korea,28,1253.79,43.29,5.15,18,1.06,1535.3465658264001,Import
2025,Comp_02025,Aluminum,Coil,Toys,4.35,Local,India,14,1593.73,85.93,0.0,18,1.0,8621.69478,Import
2025,Comp_02025,Aluminum,Coil,Toys,4.35,Import,Germany,15,996.71,40.47,7.55,18,1.08,6183.8588516076,Import
2026,Comp_02026,Tin,Wire,Toys,0.29,Local,India,9,1097.73,44.25,0.0,18,1.0,390.785556,Local
2026,Comp_02026,Tin,Wire,Toys,0.29,Import,Germany,27,981.21,20.1,2.42,18,1.13,396.56261857957196,Local
2027,Comp_02027,Copper,Wire,Industrial,2.3,Local,India,9,1416.87,112.33,0.0,18,1.0,4150.248799999999,Import
2027,Comp_02027,Copper,Wire,Industrial,2.3,Import,Japan,38,1253.22,23.67,7.82,18,1.1,4110.1279491492005,Import
2028,Comp_02028,Tin,Coil,Consumer,3.9,Local,India,5,1496.47,101.71,0.0,18,1.0,7354.82436,Import
2028,Comp_02028,Tin,Coil,Consumer,3.9,Import,China,32,1422.77,14.52,1.09,18,1.06,7087.695971533319,Import
2029,Comp_02029,Aluminum,Wire,Consumer,9.64,Local,India,4,915.36,101.5,0.0,18,1.0,11566.985872000001,Import
2029,Comp_02029,Aluminum,Wire,Consumer,9.64,Import,Germany,22,704.33,42.41,1.78,18,1.14,9855.887884199616,Import
2030,Comp_02030,Copper,Coil,Automotive,8.5,Local,India,4,1238.12,93.57,0.0,18,1.0,13356.850699999997,Import
2030,Comp_02030,Copper,Coil,Automotive,8.5,Import,Germany,14,1162.43,19.36,3.76,18,0.98,12053.059003137601,Import
2031,Comp_02031,Aluminum,Foil,Toys,9.42,Local,India,4,1399.36,103.7,0.0,18,1.0,16707.413736,Local
2031,Comp_02031,Aluminum,Foil,Toys,9.42,Import,South Korea,30,1481.24,47.76,6.96,18,1.1,19996.522443743997,Local
2032,Comp_02032,Nickel,Foil,Industrial,4.0,Local,India,8,983.14,101.08,0.0,18,1.0,5117.5184,Import
2032,Comp_02032,Nickel,Foil,Industrial,4.0,Import,China,22,643.73,22.38,5.94,18,1.0,3330.7951284799997,Import
2033,Comp_02033,Copper,Coil,Consumer,9.94,Local,India,11,1416.53,71.4,0.0,18,1.0,17452.228556,Import
2033,Comp_02033,Copper,Coil,Consumer,9.94,Import,Germany,28,1108.32,59.15,4.97,18,1.02,14661.536644132057,Import
2034,Comp_02034,Aluminum,Coil,Consumer,7.75,Local,India,14,1219.52,48.6,0.0,18,1.0,11596.957399999998,Local
2034,Comp_02034,Aluminum,Coil,Consumer,7.75,Import,Japan,22,1218.39,13.42,0.58,18,1.08,12236.657994946803,Local
2035,Comp_02035,Copper,Foil,Consumer,5.97,Local,India,12,1490.44,73.42,0.0,18,1.0,11016.768156,Local
2035,Comp_02035,Copper,Foil,Consumer,5.97,Import,USA,21,1349.43,40.57,4.59,18,1.15,11777.663503289998,Local
2036,Comp_02036,Silver,Sheet,Wearable,6.39,Local,India,7,1236.56,97.66,0.0,18,1.0,10060.285643999998,Local
2036,Comp_02036,Silver,Sheet,Wearable,6.39,Import,Japan,18,1268.93,51.2,5.24,18,1.01,10580.392504876823,Local
2037,Comp_02037,Nickel,Wire,Industrial,3.57,Local,India,7,1202.12,99.45,0.0,18,1.0,5482.993781999999,Local
2037,Comp_02037,Nickel,Wire,Industrial,3.57,Import,Japan,12,1206.91,58.04,0.16,18,1.08,5764.23468222336,Local
2038,Comp_02038,Nickel,Sheet,Industrial,9.47,Local,India,2,1408.86,40.95,0.0,18,1.0,16201.046826,Import
2038,Comp_02038,Nickel,Sheet,Industrial,9.47,Import,Japan,37,1234.75,47.73,3.89,18,1.07,15930.892658115981,Import
2039,Comp_02039,Aluminum,Foil,Wearable,9.84,Local,India,6,1279.6,92.99,0.0,18,1.0,15937.417007999999,Import
2039,Comp_02039,Aluminum,Foil,Wearable,9.84,Import,USA,38,900.63,57.4,5.59,18,1.04,12215.530821127295,Import
2040,Comp_02040,Silver,Sheet,Consumer,3.32,Local,India,9,1208.34,61.95,0.0,18,1.0,4976.488104,Import
2040,Comp_02040,Silver,Sheet,Consumer,3.32,Import,Japan,31,922.9,30.47,0.84,18,1.09,4105.262268768672,Import
2041,Comp_02041,Tin,Foil,Wearable,5.12,Local,India,12,927.72,112.38,0.0,18,1.0,6283.86816,Local
2041,Comp_02041,Tin,Foil,Wearable,5.12,Import,Japan,17,1006.18,21.17,4.64,18,1.15,7469.060286873598,Local
2042,Comp_02042,Silver,Coil,Automotive,3.13,Local,India,11,1167.91,79.48,0.0,18,1.0,4607.110226,Import
2042,Comp_02042,Silver,Coil,Automotive,3.13,Import,South Korea,11,1044.3,20.23,4.43,18,1.1,4516.50206372046,Import
2043,Comp_02043,Aluminum,Foil,Consumer,2.43,Local,India,13,1512.44,52.23,0.0,18,1.0,4486.534758,Import
2043,Comp_02043,Aluminum,Foil,Consumer,2.43,Import,USA,34,1430.86,29.92,1.92,18,0.97,4140.990596852928,Import
2044,Comp_02044,Silver,Foil,Industrial,2.37,Local,India,11,1091.33,43.06,0.0,18,1.0,3172.4350739999995,Local
2044,Comp_02044,Silver,Foil,Industrial,2.37,Import,Germany,32,1100.37,59.27,6.38,18,0.96,3311.9575339115518,Local
2045,Comp_02045,Aluminum,Wire,Industrial,9.68,Local,India,12,1065.1,95.4,0.0,18,1.0,13255.695199999998,Import
2045,Comp_02045,Aluminum,Wire,Industrial,9.68,Import,South Korea,28,751.51,11.33,2.89,18,1.09,9772.158158807615,Import
2046,Comp_02046,Tin,Foil,Industrial,9.41,Local,India,7,1568.81,110.51,0.0,18,1.0,18646.833415999998,Local
2046,Comp_02046,Tin,Foil,Industrial,9.41,Import,South Korea,28,1611.7,46.62,1.67,18,1.01,18908.373247701067,Local
2047,Comp_02047,Tin,Foil,Industrial,2.55,Local,India,6,1347.77,46.08,0.0,18,1.0,4194.094649999999,Local
2047,Comp_02047,Tin,Foil,Industrial,2.55,Import,South Korea,27,1381.4,20.79,1.21,18,1.13,4825.373353204829,Local
2048,Comp_02048,Aluminum,Coil,Toys,7.4,Local,India,6,1416.2,79.75,0.0,18,1.0,13062.6354,Import
2048,Comp_02048,Aluminum,Coil,Toys,7.4,Import,China,21,1136.02,34.5,2.17,18,1.08,11278.197993479042,Import
2049,Comp_02049,Nickel,Foil,Wearable,8.25,Local,India,3,1078.36,74.19,0.0,18,1.0,11220.07425,Import
2049,Comp_02049,Nickel,Foil,Wearable,8.25,Import,Germany,23,892.08,19.85,5.47,18,1.06,9925.0401014061,Import
2050,Comp_02050,Copper,Coil,Toys,8.78,Local,India,8,1423.48,111.63,0.0,18,1.0,15904.353644,Import
2050,Comp_02050,Copper,Coil,Toys,8.78,Import,China,24,885.88,30.54,7.37,18,0.97,9888.39415611655,Import
2051,Comp_02051,Aluminum,Foil,Wearable,5.91,Local,India,5,1270.67,49.36,0.0,18,1.0,9205.625214,Import
2051,Comp_02051,Aluminum,Foil,Wearable,5.91,Import,China,32,920.28,21.1,5.65,18,1.06,7352.07319573716,Import
2052,Comp_02052,Tin,Wire,Consumer,1.04,Local,India,7,1171.92,87.02,0.0,18,1.0,1544.971168,Local
2052,Comp_02052,Tin,Wire,Consumer,1.04,Import,South Korea,32,1277.36,17.31,5.65,18,1.12,1880.01777471872,Local
2053,Comp_02053,Tin,Foil,Industrial,0.49,Local,India,12,1400.82,82.35,0.0,18,1.0,857.5688939999999,Import
2053,Comp_02053,Tin,Foil,Industrial,0.49,Import,South Korea,22,1164.67,21.05,4.62,18,1.08,774.637832856384,Import
2054,Comp_02054,Tin,Foil,Industrial,9.7,Local,India,11,1444.27,73.45,0.0,18,1.0,17371.823119999997,Import
2054,Comp_02054,Tin,Foil,Industrial,9.7,Import,South Korea,14,1208.39,30.96,1.25,18,1.0,14362.920101249998,Import
2055,Comp_02055,Aluminum,Coil,Consumer,8.51,Local,India,11,1458.39,118.94,0.0,18,1.0,15839.232394,Local
2055,Comp_02055,Aluminum,Coil,Consumer,8.51,Import,USA,37,1422.7,59.14,2.67,18,1.06,16194.304775211423,Local
2056,Comp_02056,Nickel,Foil,Toys,4.19,Local,India,12,1390.37,94.58,0.0,18,1.0,7341.889789999999,Import
